"region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt","label"
162.0,0.02,4568.0,166.3,2952.0,238.57,1068.0,18.22,8967.35,9.3,94.16,767.67,12.99,4515.24,9.47,98.14,1.0,0.57,0.2,-0.47,-1.67,1.0,0.86,0.04,-1.18,0.03,1.0,0.93,0.02,-1.85,2.45,1
154.0,0.15,14536.0,244.65,41666.0,242.04,13436.0,270.56,2691163.99,6.77,46.32,2149.69,41.37,62449.59,7.55,57.96,1.0,0.47,0.19,-0.03,-1.87,1.0,0.91,0.03,-1.7,1.49,1.0,0.95,0.01,-2.29,5.53,1
340.0,0.08,11487.0,174.48,10953.0,240.86,8189.0,32.21,196642.25,18.3,333.7,3590.39,16.15,37846.94,18.24,332.12,1.0,0.54,0.2,-0.33,-1.78,1.0,0.82,0.05,-0.82,-0.88,1.0,0.95,0.01,-2.16,3.99,1
19.0,0.0,28.0,9.59,46.0,239.27,22.0,2.42,21.61,3.91,13.56,16.24,1.03,13.43,3.76,12.63,1.0,0.3,0.2,0.82,-1.3,1.0,0.97,0.01,-3.45,11.86,1.0,1.0,0.0,-4.01,14.06,1
328.0,0.23,17520.0,250.74,29002.0,241.79,12684.0,88.42,882869.88,12.51,156.65,5675.02,42.4,177888.19,12.5,156.35,1.0,0.59,0.18,-0.59,-1.5,1.0,0.87,0.04,-1.16,-0.06,1.0,0.93,0.02,-1.76,2.07,1
95.0,0.04,2601.0,97.86,2724.0,239.44,1394.0,28.67,29022.16,7.04,49.12,655.81,13.71,5836.69,7.34,54.67,1.0,0.48,0.21,-0.05,-1.93,1.0,0.89,0.04,-1.62,1.58,1.0,0.95,0.01,-2.53,6.92,1
27.0,0.01,877.0,66.63,2139.0,243.62,758.0,79.22,27411.88,2.87,8.11,294.66,35.37,4266.03,2.66,6.96,1.0,0.54,0.18,-0.41,-1.7,1.0,0.9,0.03,-1.78,1.96,1.0,0.89,0.02,-1.2,0.37,1
17.0,0.08,1577.0,56.83,2249.0,247.61,1525.0,132.29,125276.21,3.55,11.11,186.44,30.82,2117.68,2.24,4.83,1.0,0.68,0.11,-1.31,0.15,1.0,0.79,0.04,-0.25,-1.1,1.0,0.91,0.02,-1.31,0.36,1
19.0,0.0,214.0,39.26,152.0,240.86,81.0,8.0,327.89,3.43,10.93,58.08,5.59,180.05,3.16,9.4,1.0,0.43,0.21,0.15,-1.91,1.0,0.94,0.02,-2.38,4.33,1.0,0.95,0.01,-1.81,1.48,1
20.0,0.04,2801.0,74.21,2682.0,239.39,2660.0,134.1,335798.69,4.13,15.05,336.68,17.0,5379.17,4.13,15.05,1.0,0.13,0.09,2.05,2.37,1.0,0.94,0.02,-2.44,4.77,1.0,0.99,0.0,-4.13,15.05,1
43.0,0.01,472.0,45.58,871.0,241.71,425.0,20.26,7438.93,4.32,16.66,151.71,6.78,901.76,4.33,16.9,1.0,0.18,0.14,1.63,0.69,1.0,0.94,0.02,-2.33,3.99,1.0,0.99,0.0,-4.32,16.74,1
1380.0,0.24,20795.0,332.16,52734.0,239.53,10175.0,38.21,182166.99,18.61,393.34,3903.64,18.08,30393.48,17.45,348.92,1.0,0.5,0.2,-0.15,-1.88,1.0,0.86,0.04,-1.13,-0.15,1.0,0.95,0.01,-2.2,3.88,1
6.0,0.0,81.0,13.21,108.0,242.4,75.0,18.0,754.33,1.34,0.19,34.14,9.0,179.03,0.99,-0.71,0.77,0.24,0.12,0.73,-1.45,1.0,0.94,0.02,-2.03,2.93,1.0,0.95,0.0,-0.73,-1.44,1
15.0,0.0,399.0,40.16,315.0,242.44,236.0,21.0,3371.07,3.36,9.54,119.98,11.38,883.75,3.21,8.89,1.0,0.48,0.21,-0.07,-1.92,1.0,0.94,0.02,-2.37,5.42,1.0,0.92,0.02,-1.36,0.3,1
39.0,0.0,64.0,12.93,98.0,238.38,51.0,2.51,62.15,5.96,33.7,32.52,1.01,26.7,5.81,32.48,1.0,0.19,0.14,1.5,0.31,1.0,0.96,0.02,-2.77,6.58,1.0,0.99,0.0,-6.0,34.03,1
647.0,0.55,31107.0,238.13,122534.0,243.5,27828.0,189.39,3885756.64,12.15,151.75,7358.53,56.77,283065.79,11.86,144.11,1.0,0.55,0.19,-0.4,-1.69,1.0,0.84,0.05,-0.86,-0.77,1.0,0.94,0.01,-1.96,2.96,1
39.0,0.0,50.0,14.47,116.0,241.23,46.0,2.97,54.64,5.16,26.62,31.07,1.5,28.29,4.61,21.91,1.0,0.25,0.17,1.09,-0.74,1.0,0.93,0.03,-1.93,2.19,1.0,0.99,0.0,-4.37,17.93,1
47.0,0.24,12087.0,149.96,18087.0,240.13,11307.0,384.83,3496970.18,5.01,24.35,1801.11,78.71,129064.14,4.53,18.55,1.0,0.5,0.18,-0.18,-1.82,1.0,0.94,0.02,-2.17,3.26,1.0,0.96,0.01,-2.72,6.89,1
307.0,0.01,846.0,139.59,2405.0,241.22,401.0,7.83,1002.41,9.37,100.13,236.0,4.8,342.93,8.79,93.5,1.0,0.45,0.21,0.11,-1.92,1.0,0.87,0.04,-1.23,0.07,1.0,0.96,0.01,-2.57,5.93,1
24.0,0.01,1942.0,57.64,1802.0,239.35,1729.0,75.08,118968.91,4.59,19.03,471.94,21.14,8852.91,4.57,18.96,1.0,0.4,0.2,0.31,-1.77,1.0,0.94,0.02,-2.28,3.85,1.0,0.99,0.0,-3.64,12.17,1
18.0,0.0,129.0,23.29,170.0,240.29,111.0,9.44,616.69,3.78,12.55,55.63,5.25,160.75,3.45,10.87,1.0,0.59,0.2,-0.49,-1.64,1.0,0.85,0.04,-0.96,-0.45,1.0,0.97,0.01,-1.84,1.44,1
14.0,0.0,89.0,13.57,93.0,244.72,73.0,6.64,339.52,3.31,9.02,36.38,3.16,86.81,3.21,8.56,1.0,0.33,0.19,0.64,-1.54,1.0,0.95,0.02,-2.44,4.87,1.0,0.99,0.0,-3.33,9.08,1
57.0,0.0,329.0,60.8,471.0,241.56,176.0,8.26,581.77,6.01,38.21,105.46,5.63,240.05,4.97,27.82,1.0,0.5,0.23,-0.08,-1.96,1.0,0.91,0.03,-1.96,2.73,1.0,0.94,0.02,-2.38,4.85,1
6.0,0.0,26.0,7.63,34.0,245.0,18.0,5.67,43.22,0.98,-0.72,14.28,3.85,32.14,0.94,-0.85,1.0,0.43,0.19,0.09,-1.88,1.0,0.97,0.01,-3.51,12.4,1.0,0.95,0.0,-0.71,-1.48,1
26.0,0.02,841.0,42.56,3724.0,249.65,783.0,143.23,47800.02,2.02,3.03,178.96,48.89,2941.13,1.35,0.87,1.0,0.76,0.11,-1.73,1.27,1.0,0.87,0.04,-1.16,-0.2,1.0,0.86,0.01,0.15,-1.35,1
26.0,0.03,3652.0,74.84,7062.0,240.79,3521.0,271.62,860622.39,3.18,8.09,463.42,37.8,14758.92,3.16,8.04,1.0,0.42,0.19,0.18,-1.81,1.0,0.94,0.02,-2.29,4.28,1.0,0.95,0.01,-2.39,4.4,1
77.0,0.04,1904.0,82.6,2977.0,241.94,1483.0,38.66,33248.9,6.9,49.56,789.45,20.72,8714.22,7.39,57.0,1.0,0.49,0.18,-0.14,-1.81,1.0,0.9,0.04,-1.66,1.34,1.0,0.94,0.02,-2.2,3.68,1
139.0,0.56,89337.0,360.76,139188.0,241.8,87244.0,1001.35,66597838.93,9.36,91.03,5228.42,77.79,279506.61,8.38,72.34,1.0,0.58,0.16,-0.57,-1.45,1.0,0.82,0.04,-0.72,-0.88,1.0,0.95,0.01,-2.4,5.97,1
59.0,0.01,1401.0,71.4,1638.0,235.96,1106.0,27.76,22713.5,6.46,42.05,208.2,6.59,940.02,5.65,31.76,1.0,0.44,0.23,0.18,-1.92,1.0,0.94,0.02,-2.23,3.75,1.0,0.98,0.0,-2.84,6.49,1
37.0,0.0,284.0,41.3,378.0,239.74,185.0,10.22,911.41,5.26,27.39,102.88,6.53,296.72,4.77,23.53,1.0,0.51,0.21,-0.19,-1.88,1.0,0.91,0.03,-1.7,1.64,1.0,0.95,0.01,-1.98,2.77,1
18.0,0.01,1924.0,70.5,2726.0,239.41,1732.0,151.44,193779.8,2.87,6.84,381.55,41.8,12924.02,2.48,4.21,1.0,0.29,0.17,0.74,-1.4,1.0,0.94,0.02,-2.32,4.02,1.0,0.96,0.01,-2.41,4.64,1
52.0,0.01,1624.0,62.7,919.0,238.58,504.0,17.67,5184.22,6.1,37.4,359.66,12.98,2648.23,6.05,36.98,1.0,0.57,0.18,-0.46,-1.63,1.0,0.93,0.02,-2.21,3.66,1.0,0.92,0.02,-1.88,2.26,1
6.0,0.0,185.0,22.43,238.0,244.71,159.0,39.67,3013.89,1.58,0.8,55.04,19.12,349.21,0.95,-0.45,0.92,0.66,0.1,-1.35,0.35,1.0,0.95,0.02,-2.62,5.72,1.0,0.95,0.0,-0.71,-1.5,1
53.0,0.05,3892.0,98.06,11370.0,242.12,3703.0,214.53,511302.21,4.22,17.21,558.75,38.74,12436.33,3.8,14.22,1.0,0.46,0.18,-0.08,-1.87,1.0,0.93,0.02,-1.94,2.41,1.0,0.96,0.01,-1.82,2.5,1
85.0,0.04,1396.0,45.59,3096.0,240.46,1161.0,36.42,28679.47,5.25,27.62,302.05,8.99,1669.83,5.57,32.63,1.0,0.4,0.22,0.34,-1.81,1.0,0.89,0.03,-1.41,0.59,1.0,0.98,0.0,-3.13,8.61,1
100.0,0.0,970.0,91.12,1122.0,237.86,450.0,11.22,2690.13,7.12,53.1,244.93,6.05,777.55,7.11,54.13,1.0,0.41,0.21,0.27,-1.86,1.0,0.9,0.03,-1.62,1.33,1.0,0.97,0.01,-3.01,8.58,1
1474.0,0.25,36101.0,343.57,99541.0,240.58,26993.0,67.53,877195.02,21.85,539.45,8510.11,24.65,76504.82,23.5,644.99,1.0,0.57,0.19,-0.48,-1.65,1.0,0.81,0.05,-0.79,-0.83,1.0,0.93,0.02,-1.92,2.81,1
57.0,0.01,414.0,35.8,1321.0,241.98,235.0,23.18,2372.18,3.05,8.75,151.26,15.03,875.85,2.99,8.87,1.0,0.6,0.16,-0.64,-1.33,1.0,0.92,0.03,-1.95,2.62,1.0,0.92,0.02,-1.4,0.42,1
39.0,0.01,1246.0,57.86,1104.0,241.55,929.0,28.31,21369.8,5.99,33.95,463.35,15.56,5297.66,5.96,33.73,1.0,0.49,0.19,-0.17,-1.88,1.0,0.91,0.03,-1.8,1.85,1.0,0.96,0.01,-2.59,7.42,1
99.0,0.0,405.0,27.77,506.0,237.81,364.0,5.11,1315.23,9.79,93.87,82.43,1.22,68.8,9.48,89.82,1.0,0.25,0.17,1.07,-0.8,1.0,0.89,0.03,-1.38,0.52,1.0,1.0,0.0,-6.84,44.91,1
41.0,0.0,112.0,38.86,321.0,238.53,70.0,7.83,321.26,2.74,5.88,46.8,4.94,143.85,2.62,5.42,1.0,0.3,0.18,0.73,-1.4,1.0,0.93,0.02,-2.32,4.84,1.0,0.96,0.01,-2.24,3.83,1
345.0,0.02,5314.0,88.08,6705.0,236.98,5029.0,19.43,74418.08,17.99,326.73,638.58,3.87,1328.92,15.86,266.47,1.0,0.39,0.21,0.37,-1.81,1.0,0.86,0.05,-1.09,-0.29,1.0,0.99,0.0,-4.36,20.62,1
21.0,0.0,328.0,24.95,372.0,238.06,301.0,17.71,4087.44,4.13,15.36,74.04,5.14,274.75,3.53,11.41,1.0,0.4,0.22,0.38,-1.78,1.0,0.91,0.03,-1.59,0.93,1.0,0.98,0.0,-3.52,11.3,1
369.0,0.01,1383.0,50.6,4893.0,241.69,1195.0,13.26,10452.06,10.23,105.44,390.33,5.02,1006.86,10.48,114.09,1.0,0.47,0.21,0.01,-1.93,1.0,0.87,0.04,-1.21,0.06,1.0,0.97,0.01,-2.71,6.4,1
22.0,0.0,8.0,6.15,34.0,239.92,6.0,1.55,1.34,2.71,7.25,5.41,0.45,1.71,3.0,7.71,1.0,0.26,0.18,1.06,-0.83,1.0,0.94,0.02,-2.43,4.47,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,6.0,4.36,6.0,238.6,2.0,1.2,0.16,1.5,0.25,0.0,0.0,0.0,0.0,-3.0,1.0,0.2,0.16,1.5,0.25,1.0,0.96,0.01,-1.85,1.44,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,5.0,4.34,3.0,247.75,2.0,1.5,0.25,0.0,-2.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.5,0.25,0.0,-2.0,1.0,0.98,0.01,-3.93,14.07,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,0.0,7.0,5.04,13.0,239.48,3.0,1.3,0.41,1.92,2.15,3.41,0.34,1.05,2.67,5.11,1.0,0.18,0.13,1.55,0.47,1.0,0.97,0.01,-3.55,11.96,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,5.0,5.66,1.0,245.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.99,0.01,-5.75,31.03,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,5.0,4.34,7.0,238.9,2.0,1.4,0.24,0.41,-1.83,0.0,0.0,0.0,0.0,-3.0,1.0,0.4,0.24,0.41,-1.83,1.0,0.97,0.01,-2.99,7.51,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,5.0,3.1,2.0,241.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.01,-4.12,16.63,1.0,1.0,0.0,0.0,-3.0,0
6.0,0.0,4.0,2.0,6.0,242.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-5.18,26.45,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,16.0,7.42,4.0,239.75,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-1.92,2.09,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,6.0,3.65,4.0,236.17,2.0,1.33,0.22,0.71,-1.5,0.0,0.0,0.0,0.0,-3.0,1.0,0.33,0.22,0.71,-1.5,1.0,0.95,0.01,-1.98,1.99,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,10.0,5.44,5.0,242.12,2.0,1.25,0.19,1.15,-0.67,0.0,0.0,0.0,0.0,-3.0,1.0,0.25,0.19,1.15,-0.67,1.0,0.96,0.01,-2.79,6.4,1.0,1.0,0.0,0.0,-3.0,0
50.0,0.0,20.0,6.8,88.0,241.09,10.0,1.76,2.1,3.77,18.12,9.41,0.62,2.64,3.68,15.23,1.0,0.36,0.22,0.52,-1.7,1.0,0.92,0.03,-1.91,2.27,1.0,0.99,0.0,-5.91,34.87,0
15.0,0.0,11.0,6.7,21.0,236.87,2.0,1.4,0.24,0.41,-1.83,0.0,0.0,0.0,0.0,-3.0,1.0,0.4,0.24,0.41,-1.83,1.0,0.95,0.02,-2.53,5.25,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,7.0,3.65,5.0,240.8,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.01,-3.35,9.84,1.0,1.0,0.0,0.0,-3.0,0
13.0,0.0,11.0,7.88,15.0,238.77,2.0,1.15,0.13,1.92,1.68,0.0,0.0,0.0,0.0,-3.0,1.0,0.15,0.13,1.92,1.68,1.0,0.95,0.02,-2.73,6.4,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,6.0,4.0,5.0,233.8,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.01,-2.27,3.54,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,5.0,3.1,6.0,241.4,2.0,1.2,0.16,1.5,0.25,0.0,0.0,0.0,0.0,-3.0,1.0,0.2,0.16,1.5,0.25,1.0,0.97,0.01,-2.13,2.62,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,12.0,4.86,13.0,238.71,6.0,1.86,2.98,1.89,1.78,6.62,0.95,5.37,2.04,2.17,1.0,0.27,0.18,0.96,-1.06,1.0,0.96,0.01,-2.97,7.82,1.0,0.98,0.0,-2.04,2.17,0
14.0,0.0,10.0,5.5,26.0,238.52,4.0,1.86,1.55,0.94,-0.93,4.62,1.17,3.51,1.0,-0.92,1.0,0.25,0.16,0.99,-0.96,1.0,0.94,0.02,-2.38,4.9,1.0,1.0,0.0,0.0,-3.0,0
8.0,0.0,5.0,3.1,10.0,237.46,3.0,1.25,0.44,2.27,3.14,3.41,0.43,1.27,2.27,3.14,0.82,0.1,0.07,2.27,3.14,1.0,0.97,0.01,-3.77,12.53,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,2.0,2.0,1.0,240.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,2.0,2.0,1.0,254.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,0
21.0,0.0,8.0,5.75,27.0,238.38,4.0,1.29,0.49,2.87,7.95,3.21,0.15,0.47,4.25,16.05,1.0,0.19,0.15,1.58,0.52,1.0,0.91,0.03,-1.81,1.92,1.0,1.0,0.0,0.0,-3.0,0
10.0,0.0,20.0,10.91,21.0,241.38,4.0,2.1,1.09,0.33,-1.24,4.0,0.96,2.09,1.24,-0.09,1.0,0.48,0.23,0.03,-1.97,1.0,0.94,0.02,-2.19,3.67,1.0,1.0,0.0,0.0,-3.0,0
43.0,0.0,11.0,4.39,56.0,240.35,3.0,1.3,0.35,1.81,2.08,3.41,0.18,0.53,4.06,14.96,1.0,0.22,0.17,1.29,-0.3,1.0,0.96,0.02,-2.98,7.82,1.0,1.0,0.0,0.0,-3.0,0
16.0,0.0,20.0,7.37,25.0,240.75,3.0,1.56,0.62,0.94,-0.74,3.41,0.36,0.78,2.64,6.06,1.0,0.36,0.22,0.54,-1.69,1.0,0.95,0.02,-2.75,6.2,1.0,0.98,0.0,-3.61,11.07,0
21.0,0.0,16.0,9.05,39.0,245.15,9.0,1.86,2.98,3.33,11.02,9.21,0.76,4.56,3.08,8.86,1.0,0.41,0.22,0.32,-1.86,1.0,0.95,0.02,-2.49,5.0,1.0,1.0,0.0,0.0,-3.0,0
13.0,0.0,6.0,4.56,15.0,238.54,2.0,1.15,0.13,1.92,1.68,0.0,0.0,0.0,0.0,-3.0,1.0,0.15,0.13,1.92,1.68,1.0,0.95,0.02,-2.79,6.63,1.0,1.0,0.0,0.0,-3.0,0
29.0,0.0,9.0,5.83,40.0,235.78,4.0,1.38,0.51,2.13,4.31,4.62,0.28,1.06,3.54,10.87,1.0,0.26,0.18,1.04,-0.88,1.0,0.94,0.02,-2.36,4.29,1.0,1.0,0.0,0.0,-3.0,0
25.0,0.0,12.0,8.11,41.0,238.02,7.0,1.64,1.75,2.86,8.26,7.41,0.61,3.07,2.88,7.24,1.0,0.31,0.2,0.79,-1.35,1.0,0.94,0.02,-2.42,4.68,1.0,0.99,0.0,-4.69,20.04,0
15.0,0.0,7.0,3.02,16.0,240.23,2.0,1.07,0.06,3.47,10.07,0.0,0.0,0.0,0.0,-3.0,1.0,0.07,0.06,3.47,10.07,1.0,0.96,0.01,-3.2,9.41,1.0,1.0,0.0,0.0,-3.0,0
26.0,0.0,12.0,10.74,29.0,239.0,2.0,1.12,0.1,2.41,3.8,0.0,0.0,0.0,0.0,-3.0,1.0,0.12,0.1,2.41,3.8,1.0,0.97,0.01,-3.84,13.53,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,4.0,3.46,6.0,238.1,2.0,1.2,0.16,1.5,0.25,0.0,0.0,0.0,0.0,-3.0,1.0,0.2,0.16,1.5,0.25,1.0,0.98,0.01,-3.6,11.28,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,7.0,4.16,3.0,248.67,3.0,3.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,0.98,0.0,-2.96,7.48,1.0,1.0,0.0,0.0,-3.0,0
24.0,0.0,7.0,5.45,26.0,238.04,2.0,1.08,0.08,3.02,7.09,0.0,0.0,0.0,0.0,-3.0,1.0,0.08,0.08,3.02,7.09,1.0,0.97,0.01,-3.75,12.62,1.0,1.0,0.0,0.0,-3.0,0
19.0,0.0,5.0,3.34,25.0,239.99,3.0,1.32,0.43,1.84,1.82,3.41,0.36,1.1,2.57,4.62,1.0,0.19,0.14,1.47,0.22,1.0,0.96,0.02,-2.74,6.53,1.0,1.0,0.0,0.0,-3.0,0
30.0,0.0,20.0,8.78,51.0,243.35,5.0,1.7,1.28,1.44,0.9,5.62,0.87,2.69,1.55,0.92,1.0,0.3,0.18,0.75,-1.38,1.0,0.94,0.02,-2.53,5.43,1.0,0.99,0.0,-5.2,25.03,0
12.0,0.0,23.0,11.13,21.0,240.76,6.0,1.75,2.35,1.95,2.33,6.21,0.78,3.45,2.19,3.31,1.0,0.23,0.16,1.17,-0.61,1.0,0.97,0.01,-4.06,15.55,1.0,0.97,0.0,-1.92,1.88,0
